date,product_type,region,market_segment,supplier,transport_mode,actual_demand_units,planned_order_units,avg_selling_price_usd,revenue_usd,opening_stock_units,safety_stock_units,reorder_point_units,lead_time_days,supplier_delay_days,shipping_time_days,logistics_cost_usd,disruption_type,disruption_severity_1_to_5,fulfilled_units,stockout_units,service_level_pct,supplier_risk_score,risk_level,dashboard_color_code,bullwhip_ratio_proxy,demand_spike_flag,delay_flag,source_note,month
2024-03-17,Microcontroller,Rest of World,Consumer Electronics,Supplier_C,Multimodal,10113,10996,3.76,38024.88,8760,2528,6573,34,0,18,2473.42,Unknown,0,10113,0,100.0,21.6,Low,Green,1.24,0,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-18,Analog IC,North America,Consumer Electronics,Supplier_E,Sea,8049,7658,10.55,84916.95,3972,2012,5231,26,1,34,792.25,Unknown,0,8049,0,100.0,28.3,Low,Green,0.941,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-19,Memory Chip,North America,Computing,Supplier_C,Road,10685,10445,8.87,94775.95,12490,2671,6945,13,5,5,2060.42,Supplier Delay,2,10685,0,100.0,33.5,Low,Green,1.094,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-20,Sensor IC,Rest of World,Computing,Supplier_D,Multimodal,7726,9529,8.27,63894.02,1494,1931,5021,40,1,18,2646.88,Inventory Shortage,5,7726,0,100.0,72.3,High,Red,1.194,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-21,Power IC,Europe,Automotive,Supplier_E,Multimodal,5674,5860,8.08,45845.92,4577,1418,3688,23,1,20,1600.66,Unknown,0,5674,0,100.0,13.5,Low,Green,1.018,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-22,Memory Chip,India,Industrial,Supplier_D,Multimodal,13106,13487,11.91,156092.46,9382,3276,8518,29,0,20,3809.24,Unknown,0,13106,0,100.0,17.2,Low,Green,0.991,0,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-23,Sensor IC,India,Telecom,Supplier_A,Road,6840,7584,9.62,65800.8,9185,1710,4446,27,0,9,1368.6,Unknown,0,6840,0,100.0,8.4,Low,Green,1.094,0,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-24,Analog IC,Rest of World,Industrial,Supplier_A,Air,9876,10441,5.71,56391.96,7714,2469,6419,26,0,6,4376.29,Unknown,0,9876,0,100.0,7.2,Low,Green,1.216,0,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-25,Logic IC,Asia-Pacific,Telecom,Supplier_D,Multimodal,14131,17890,10.76,152049.56,7544,3532,9185,29,1,22,5042.83,Demand Spike,5,14131,0,100.0,62.3,Medium,Orange,1.324,1,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-26,Sensor IC,North America,Automotive,Supplier_A,Road,7263,7063,5.57,40454.91,3701,1815,4720,18,0,9,1208.0,Unknown,0,7263,0,100.0,0.0,Low,Green,1.133,0,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-27,Power IC,India,Automotive,Supplier_B,Multimodal,6525,6287,5.61,36605.25,6029,1631,4241,22,14,20,1658.99,Supplier Delay,1,6525,0,100.0,65.8,High,Red,1.076,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-28,Analog IC,Rest of World,Computing,Supplier_C,Sea,8551,8155,6.83,58403.33,6159,2137,5558,22,3,33,1063.57,Unknown,0,8551,0,100.0,29.7,Low,Green,1.112,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-29,Microcontroller,North America,Computing,Supplier_B,Sea,8740,9339,6.71,58645.4,7717,2185,5681,25,1,35,974.62,Logistics Delay,1,8740,0,100.0,35.9,Medium,Orange,1.263,0,1,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-30,Microcontroller,Europe,Automotive,Supplier_D,Multimodal,10344,13472,5.42,56064.48,6843,2586,6723,24,0,16,3327.15,Demand Spike,2,10344,0,100.0,24.0,Low,Green,1.316,1,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-03-31,Memory Chip,Europe,Consumer Electronics,Supplier_E,Road,9893,9536,10.31,101996.83,4742,2473,6430,22,0,5,1886.78,Unknown,0,9893,0,100.0,2.4,Low,Green,0.986,0,0,Synthetic dataset created for academic semiconductor SCM simulation,3
2024-04-01,Power IC,Europe,Computing,Supplier_A,Air,5241,5254,2.55,13364.55,4202,1310,3406,30,0,2,2098.51,Unknown,0,5241,0,100.0,12.0,Low,Green,1.201,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-02,Microcontroller,Europe,Computing,Supplier_C,Air,8425,8871,4.37,36817.25,5942,2106,5476,32,1,6,3603.38,Unknown,0,8425,0,100.0,17.9,Low,Green,1.104,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-03,Power IC,North America,Telecom,Supplier_D,Road,5514,6842,5.11,28176.54,1067,1378,3584,27,4,8,1349.88,Inventory Shortage,3,5514,0,100.0,46.4,Medium,Orange,1.197,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-04,Microcontroller,North America,Automotive,Supplier_D,Sea,11592,14752,3.06,35471.52,9016,2898,7534,39,3,27,1779.89,Demand Spike,3,11592,0,100.0,69.3,High,Red,1.333,1,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-05,Power IC,Asia-Pacific,Automotive,Supplier_A,Road,6261,6812,5.64,35312.04,6803,1565,4069,24,1,7,1454.23,Unknown,0,6261,0,100.0,8.3,Low,Green,1.213,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-06,Logic IC,North America,Automotive,Supplier_B,Road,8854,9559,7.48,66227.92,3924,2213,5755,27,3,11,2054.6,Inventory Shortage,2,8854,0,100.0,34.9,Low,Green,1.242,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-07,Power IC,Europe,Automotive,Supplier_A,Multimodal,8205,9888,8.99,73762.95,9092,2051,5333,35,0,16,2683.79,Demand Spike,5,8205,0,100.0,61.2,Medium,Orange,1.157,1,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-08,Analog IC,Rest of World,Computing,Supplier_C,Multimodal,9626,10170,9.92,95489.92,6262,2406,6256,27,2,15,2808.0,Unknown,0,9626,0,100.0,17.8,Low,Green,1.074,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-09,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_E,Road,8983,8540,4.29,38537.07,10529,2245,5838,27,0,11,1926.99,Unknown,0,8983,0,100.0,8.4,Low,Green,0.968,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-10,Logic IC,India,Automotive,Supplier_E,Road,10279,10778,7.71,79251.09,6478,2569,6681,33,1,10,2177.9,Unknown,0,10279,0,100.0,19.1,Low,Green,1.176,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-11,Microcontroller,Europe,Consumer Electronics,Supplier_D,Air,6640,7359,8.84,58697.6,3967,1660,4316,24,0,4,2970.94,Unknown,0,6640,0,100.0,4.8,Low,Green,1.08,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-12,Power IC,Europe,Computing,Supplier_E,Air,6418,7119,9.81,62960.58,3589,1604,4171,22,1,4,3095.79,Unknown,0,6418,0,100.0,5.9,Low,Green,1.266,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-13,Logic IC,India,Computing,Supplier_A,Multimodal,10401,11269,5.84,60741.84,11470,2600,6760,14,14,18,3200.8,Supplier Delay,3,10401,0,100.0,77.8,High,Red,1.276,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-14,Logic IC,Asia-Pacific,Automotive,Supplier_B,Sea,9275,9566,11.81,109537.75,5038,2318,6028,32,14,28,1185.93,Supplier Delay,2,9275,0,100.0,92.2,High,Red,1.112,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-15,Sensor IC,North America,Consumer Electronics,Supplier_B,Multimodal,12789,17442,10.2,130447.8,16113,3197,8312,27,0,20,4230.71,Demand Spike,1,12789,0,100.0,22.8,Low,Green,1.308,1,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-16,Memory Chip,Asia-Pacific,Computing,Supplier_C,Air,15477,16675,2.28,35287.56,17636,3869,10060,22,17,2,7396.78,Supplier Delay,4,15477,0,100.0,93.9,High,Red,1.183,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-17,Sensor IC,India,Computing,Supplier_E,Road,7237,7872,8.88,64264.56,3614,1809,4704,36,0,9,1731.39,Unknown,0,7237,0,100.0,19.2,Low,Green,1.115,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-18,Memory Chip,Europe,Telecom,Supplier_B,Road,11306,11761,3.03,34257.18,12330,2826,7348,21,1,5,2230.85,Unknown,0,11306,0,100.0,4.7,Low,Green,1.214,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-19,Logic IC,Rest of World,Computing,Supplier_A,Road,11147,12436,10.16,113253.52,8141,2786,7245,22,2,6,2161.35,Unknown,0,11147,0,100.0,9.4,Low,Green,1.272,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-20,Logic IC,Asia-Pacific,Computing,Supplier_E,Road,11571,11786,11.87,137347.77,15089,2892,7521,26,0,5,2061.59,Unknown,0,11571,0,100.0,7.2,Low,Green,1.117,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-21,Microcontroller,India,Automotive,Supplier_D,Road,7290,7057,3.41,24858.9,7877,1822,4738,37,0,7,1576.08,Unknown,0,7290,0,100.0,20.4,Low,Green,0.945,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-22,Microcontroller,India,Consumer Electronics,Supplier_B,Sea,7943,8882,1.95,15488.85,6646,1985,5162,28,11,24,949.05,Supplier Delay,2,7943,0,100.0,73.7,High,Red,1.234,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-23,Sensor IC,North America,Computing,Supplier_C,Road,5762,6427,5.5,31691.0,5173,1440,3745,30,0,11,1336.53,Unknown,0,5762,0,100.0,12.0,Low,Green,1.332,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-24,Sensor IC,Rest of World,Consumer Electronics,Supplier_C,Sea,5964,6646,4.04,24094.56,7864,1491,3876,34,0,19,744.52,Unknown,0,5964,0,100.0,22.4,Low,Green,1.136,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-25,Microcontroller,Rest of World,Automotive,Supplier_B,Air,9765,11707,3.3,32224.5,10373,2441,6347,32,1,4,5398.09,Demand Spike,1,9765,0,100.0,25.9,Low,Green,1.272,1,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-26,Memory Chip,North America,Consumer Electronics,Supplier_D,Road,12953,17263,7.01,90800.53,4312,3238,8419,22,0,5,3403.38,Inventory Shortage,2,12953,0,100.0,18.4,Low,Green,1.56,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-27,Memory Chip,Europe,Industrial,Supplier_B,Multimodal,20846,26390,6.03,125701.38,18392,5211,13549,32,0,16,6212.58,Demand Spike,4,20846,0,100.0,49.6,Medium,Orange,1.341,1,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-28,Memory Chip,Asia-Pacific,Consumer Electronics,Supplier_D,Multimodal,12831,14226,3.41,43753.71,6501,3207,8340,39,0,21,3486.33,Unknown,0,12831,0,100.0,30.0,Low,Green,1.319,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-29,Microcontroller,North America,Industrial,Supplier_C,Sea,15620,21025,10.66,166509.2,16723,3905,10153,32,0,18,2308.62,Demand Spike,5,15620,0,100.0,59.2,Medium,Orange,1.465,1,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-04-30,Logic IC,Europe,Automotive,Supplier_D,Sea,10879,10799,10.55,114773.45,6817,2719,7071,33,15,29,1237.25,Supplier Delay,4,10879,0,100.0,100.0,High,Red,1.004,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2024-05-01,Microcontroller,Europe,Industrial,Supplier_D,Sea,9014,9318,5.99,53993.86,5719,2253,5859,31,0,22,1188.94,Unknown,0,9014,0,100.0,21.2,Low,Green,1.089,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-02,Analog IC,Asia-Pacific,Automotive,Supplier_E,Multimodal,8139,8245,2.37,19289.43,5396,2034,5290,18,0,11,1983.24,Unknown,0,8139,0,100.0,0.0,Low,Green,0.992,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-03,Power IC,Rest of World,Computing,Supplier_B,Air,5256,5240,3.12,16398.72,4747,1314,3416,34,1,5,2046.81,Unknown,0,5256,0,100.0,20.3,Low,Green,1.004,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-04,Logic IC,Europe,Automotive,Supplier_D,Road,11315,11065,9.86,111565.9,5552,2828,7354,38,0,7,2039.84,Unknown,0,11315,0,100.0,21.6,Low,Green,0.973,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-05,Memory Chip,North America,Consumer Electronics,Supplier_C,Multimodal,10551,10829,9.01,95064.51,11280,2637,6858,13,0,20,2675.75,Unknown,0,10551,0,100.0,6.4,Low,Green,1.189,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-06,Memory Chip,India,Telecom,Supplier_A,Sea,10276,9951,10.61,109028.36,12139,2569,6679,18,5,31,1060.43,Supplier Delay,4,10276,0,100.0,64.7,Medium,Orange,0.984,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-07,Logic IC,Rest of World,Computing,Supplier_E,Road,10568,11528,8.34,88137.12,7230,2642,6869,39,0,18,2154.73,Logistics Delay,2,10568,0,100.0,43.6,Medium,Orange,1.095,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-08,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_D,Road,7417,8908,11.01,81661.17,3359,1854,4821,26,1,12,1984.99,Inventory Shortage,5,7417,0,100.0,50.7,Medium,Orange,1.182,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-09,Logic IC,North America,Computing,Supplier_B,Sea,10571,10133,11.11,117443.81,5646,2642,6871,29,2,35,1178.75,Unknown,0,10571,0,100.0,36.2,Medium,Orange,0.973,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-10,Logic IC,North America,Consumer Electronics,Supplier_A,Multimodal,7384,8006,9.44,69704.96,6956,1846,4799,14,0,16,2144.86,Unknown,0,7384,0,100.0,3.2,Low,Green,1.23,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-11,Power IC,India,Consumer Electronics,Supplier_C,Road,5823,6289,8.33,48505.59,6854,1455,3784,33,0,10,1346.98,Unknown,0,5823,0,100.0,15.6,Low,Green,1.184,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-12,Microcontroller,North America,Telecom,Supplier_A,Multimodal,7901,8563,9.01,71188.01,9206,1975,5135,31,0,16,2264.03,Unknown,0,7901,0,100.0,16.4,Low,Green,1.166,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-13,Power IC,Europe,Industrial,Supplier_B,Air,4908,4786,7.38,36221.04,5579,1227,3190,29,0,5,1915.08,Unknown,0,4908,0,100.0,10.8,Low,Green,1.049,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-14,Microcontroller,Europe,Telecom,Supplier_D,Air,6634,6357,8.19,54332.46,6149,1658,4312,24,0,4,2816.17,Unknown,0,6634,0,100.0,4.8,Low,Green,1.007,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-15,Logic IC,Asia-Pacific,Consumer Electronics,Supplier_D,Sea,12192,15094,5.95,72542.4,9949,3048,7924,25,0,35,1728.3,Demand Spike,5,12192,0,100.0,64.4,Medium,Orange,1.251,1,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-16,Logic IC,Rest of World,Computing,Supplier_D,Road,9636,9456,2.78,26788.08,9156,2409,6263,28,4,9,1683.95,Supplier Delay,5,9636,0,100.0,63.6,Medium,Orange,1.062,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-17,Microcontroller,Europe,Industrial,Supplier_B,Multimodal,7506,8318,6.8,51040.8,4423,1876,4878,24,1,16,1957.07,Unknown,0,7506,0,100.0,11.5,Low,Green,1.071,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-18,Analog IC,India,Computing,Supplier_C,Sea,6890,7022,3.59,24735.1,9058,1722,4478,19,16,29,719.3,Supplier Delay,3,6890,0,100.0,93.6,High,Red,1.032,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-19,Sensor IC,Asia-Pacific,Telecom,Supplier_C,Multimodal,6871,7632,5.16,35454.36,7270,1717,4466,21,2,22,1774.39,Unknown,0,6871,0,100.0,16.2,Low,Green,1.15,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-20,Analog IC,North America,Industrial,Supplier_B,Air,7768,8425,10.63,82573.84,4257,1942,5049,28,0,6,3424.42,Unknown,0,7768,0,100.0,9.6,Low,Green,1.096,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-21,Analog IC,Rest of World,Computing,Supplier_B,Road,7339,8185,6.66,48877.74,9862,1834,4770,34,0,9,1697.8,Unknown,0,7339,0,100.0,16.8,Low,Green,1.141,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-22,Memory Chip,North America,Consumer Electronics,Supplier_C,Sea,12029,12877,6.54,78669.66,11109,3007,7818,19,1,20,1529.73,Unknown,0,12029,0,100.0,9.9,Low,Green,1.21,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-23,Microcontroller,Rest of World,Automotive,Supplier_E,Sea,7057,6813,8.35,58925.95,7769,1764,4587,30,0,25,866.67,Unknown,0,7057,0,100.0,22.4,Low,Green,1.148,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-24,Logic IC,Rest of World,Telecom,Supplier_C,Multimodal,12031,12902,7.61,91555.91,9036,3007,7820,12,0,26,3331.28,Logistics Delay,5,12031,0,100.0,51.2,Medium,Orange,1.13,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-25,Logic IC,North America,Computing,Supplier_E,Air,11264,11423,7.06,79523.84,11963,2816,7321,39,0,4,5587.76,Unknown,0,11264,0,100.0,22.8,Low,Green,1.063,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-26,Logic IC,Europe,Consumer Electronics,Supplier_A,Air,9447,9819,10.2,96359.4,7167,2361,6140,21,0,4,4367.16,Unknown,0,9447,0,100.0,1.2,Low,Green,0.994,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-27,Memory Chip,India,Consumer Electronics,Supplier_B,Sea,12031,14300,4.84,58230.04,5981,3007,7820,20,0,20,1856.35,Inventory Shortage,5,12031,0,100.0,46.4,Medium,Orange,1.217,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-28,Logic IC,Rest of World,Telecom,Supplier_A,Road,8251,8529,6.25,51568.75,6880,2062,5363,25,4,6,1821.3,Unknown,0,8251,0,100.0,20.0,Low,Green,1.201,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-29,Microcontroller,North America,Automotive,Supplier_E,Sea,6525,6640,7.67,50046.75,8531,1631,4241,17,0,20,704.0,Unknown,0,6525,0,100.0,6.4,Low,Green,1.162,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-30,Power IC,Europe,Industrial,Supplier_A,Multimodal,5333,5506,8.9,47463.7,2593,1333,3466,25,1,14,1486.49,Unknown,0,5333,0,100.0,11.1,Low,Green,1.043,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-05-31,Logic IC,Asia-Pacific,Computing,Supplier_D,Sea,9584,9491,11.16,106957.44,7541,2396,6229,36,2,31,1012.82,Unknown,0,9584,0,100.0,41.4,Medium,Orange,1.12,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2024-06-01,Microcontroller,Asia-Pacific,Industrial,Supplier_D,Air,6858,7173,8.62,59115.96,5572,1714,4457,25,0,2,3441.05,Unknown,0,6858,0,100.0,6.0,Low,Green,1.15,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-02,Logic IC,Rest of World,Telecom,Supplier_E,Multimodal,8632,9418,8.84,76306.88,8384,2158,5610,38,1,24,2565.6,Logistics Delay,3,8632,0,100.0,58.7,Medium,Orange,1.21,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-03,Logic IC,North America,Consumer Electronics,Supplier_C,Air,8335,8795,12.34,102853.9,4810,2083,5417,18,3,10,3650.79,Logistics Delay,5,8335,0,100.0,50.5,Medium,Orange,1.258,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-04,Sensor IC,Rest of World,Computing,Supplier_A,Multimodal,7769,8688,6.06,47080.14,8735,1942,5049,24,6,20,2153.09,Supplier Delay,1,7769,0,100.0,40.2,Medium,Orange,1.149,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-05,Analog IC,North America,Computing,Supplier_E,Sea,7042,7765,7.2,50702.4,4071,1760,4577,39,1,32,798.92,Logistics Delay,2,7042,0,100.0,58.3,Medium,Orange,1.239,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-06,Logic IC,India,Industrial,Supplier_A,Sea,10236,11052,7.82,80045.52,8354,2559,6653,16,0,20,1232.12,Unknown,0,10236,0,100.0,6.4,Low,Green,1.045,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-07,Memory Chip,Asia-Pacific,Computing,Supplier_D,Multimodal,12575,13671,5.65,71048.75,14670,3143,8173,30,0,24,3189.76,Logistics Delay,2,12575,0,100.0,37.6,Medium,Orange,1.117,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-08,Logic IC,Europe,Automotive,Supplier_A,Sea,10008,9888,2.17,21717.36,13327,2502,6505,28,0,30,1017.02,Unknown,0,10008,0,100.0,24.0,Low,Green,1.034,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-09,Memory Chip,Asia-Pacific,Automotive,Supplier_B,Road,11681,12974,6.33,73940.73,14274,2920,7592,13,0,9,2667.1,Unknown,0,11681,0,100.0,0.0,Low,Green,1.144,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-10,Sensor IC,India,Consumer Electronics,Supplier_E,Sea,5194,5501,7.44,38643.36,3653,1298,3376,20,0,37,624.96,Logistics Delay,4,5194,0,100.0,52.0,Medium,Orange,1.049,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-11,Analog IC,India,Consumer Electronics,Supplier_D,Multimodal,7088,7402,2.92,20696.96,9138,1772,4607,34,0,12,1900.17,Unknown,0,7088,0,100.0,16.8,Low,Green,1.01,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-12,Power IC,Asia-Pacific,Telecom,Supplier_E,Road,4559,4482,3.42,15591.78,5994,1139,2963,21,3,7,854.49,Unknown,0,4559,0,100.0,11.7,Low,Green,0.961,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-13,Logic IC,Asia-Pacific,Telecom,Supplier_A,Sea,10195,9861,8.43,85943.85,7503,2548,6626,12,0,31,1295.0,Unknown,0,10195,0,100.0,15.2,Low,Green,1.032,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-14,Logic IC,Rest of World,Industrial,Supplier_D,Air,7017,7199,11.46,80414.82,4047,1754,4561,33,0,6,3014.23,Unknown,0,7017,0,100.0,15.6,Low,Green,1.076,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-15,Logic IC,Asia-Pacific,Automotive,Supplier_D,Road,8790,9369,10.84,95283.6,11195,2197,5713,29,0,12,1876.27,Unknown,0,8790,0,100.0,10.8,Low,Green,1.033,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-16,Memory Chip,Asia-Pacific,Telecom,Supplier_E,Sea,11054,10864,7.91,87437.14,13595,2763,7185,28,0,33,1347.24,Unknown,0,11054,0,100.0,26.4,Low,Green,0.991,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-17,Logic IC,North America,Automotive,Supplier_E,Sea,5471,5512,8.11,44369.81,7358,1367,3556,33,0,35,669.51,Unknown,0,5471,0,100.0,34.0,Low,Green,1.071,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-18,Analog IC,Asia-Pacific,Telecom,Supplier_D,Sea,6864,7430,3.47,23818.08,4203,1716,4461,16,1,49,941.7,Logistics Delay,5,6864,0,100.0,73.1,High,Red,1.199,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-19,Power IC,North America,Automotive,Supplier_D,Road,5900,7431,2.98,17582.0,2710,1475,3835,20,0,7,1511.23,Inventory Shortage,1,5900,0,100.0,8.0,Low,Green,1.497,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-20,Logic IC,Rest of World,Computing,Supplier_C,Sea,8968,9447,5.13,46005.84,11714,2242,5829,29,2,22,1184.15,Unknown,0,8968,0,100.0,25.8,Low,Green,1.183,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-21,Memory Chip,Rest of World,Telecom,Supplier_E,Road,9595,10554,5.91,56706.45,9030,2398,6236,41,0,9,2076.57,Unknown,0,9595,0,100.0,25.2,Low,Green,1.171,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-22,Microcontroller,India,Automotive,Supplier_C,Sea,7073,7373,6.15,43498.95,3679,1768,4597,27,0,18,822.49,Unknown,0,7073,0,100.0,13.2,Low,Green,1.15,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-23,Analog IC,India,Telecom,Supplier_E,Multimodal,7307,7569,9.19,67151.33,3539,1826,4749,24,7,17,2176.71,Supplier Delay,4,7307,0,100.0,65.3,High,Red,1.151,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-24,Power IC,Rest of World,Automotive,Supplier_D,Sea,5574,5644,7.61,42418.14,2700,1393,3623,19,14,30,643.81,Supplier Delay,2,5574,0,100.0,79.4,High,Red,1.132,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-25,Memory Chip,Europe,Computing,Supplier_B,Road,11276,11715,7.27,81976.52,14731,2819,7329,24,0,7,2167.95,Unknown,0,11276,0,100.0,4.8,Low,Green,1.165,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-26,Analog IC,Rest of World,Industrial,Supplier_D,Sea,7122,7427,11.02,78484.44,4400,1780,4629,32,0,40,959.78,Logistics Delay,2,7122,0,100.0,52.8,Medium,Orange,1.189,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-27,Analog IC,India,Consumer Electronics,Supplier_C,Multimodal,8307,8723,10.68,88718.76,10762,2076,5399,19,0,13,2424.58,Unknown,0,8307,0,100.0,0.8,Low,Green,1.025,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-28,Analog IC,India,Industrial,Supplier_C,Air,8763,11746,11.5,100774.5,2304,2190,5695,29,0,6,5446.54,Inventory Shortage,4,8763,0,100.0,42.8,Medium,Orange,1.338,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2024-06-29,Analog IC,Rest of World,Automotive,Supplier_E,Air,8119,8381,2.47,20053.93,9781,2029,5277,36,1,6,3207.82,Unknown,0,8119,0,100.0,22.7,Low,Green,1.035,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
